order_id,order_date,region,category,product,customer_segment,quantity,unit_price,discount,revenue
ORD-10068,2022-06-01,South,Furniture,Bookcase,Home Office,9,188.67,0.2,1358.42
ORD-10069,2022-09-04,South,Furniture,Bookcase,Consumer,7,134.37,0.0,940.59
ORD-10070,2023-07-10,South,Technology,Printer,Consumer,9,394.48,0.1,3195.29
ORD-10071,2023-12-12,North,Office Supplies,Labels,Home Office,9,22.78,0.0,205.02
ORD-10072,2023-11-03,East,Office Supplies,Labels,Corporate,10,23.27,0.2,186.16
ORD-10073,2022-07-23,West,Furniture,Bookcase,Corporate,2,247.64,0.0,495.28
ORD-10074,2023-08-09,West,Office Supplies,Paper,Corporate,6,28.76,0.2,138.05
ORD-10075,2022-01-02,East,Technology,Monitor,Corporate,8,411.05,0.0,3288.4
ORD-10076,2023-02-07,East,Office Supplies,Binder,Consumer,6,18.64,0.1,100.66
ORD-10077,2023-07-12,North,Furniture,Table,Home Office,6,177.54,0.1,958.72
ORD-10078,2022-03-03,North,Technology,Printer,Home Office,11,349.02,0.2,3071.38
ORD-10079,2022-03-28,South,Furniture,Bookcase,Corporate,7,195.39,0.0,1367.73
ORD-10080,2022-05-23,East,Technology,Laptop,Consumer,4,268.32,0.0,1073.28
ORD-10081,2022-03-21,South,Office Supplies,Labels,Home Office,7,31.62,0.0,221.34
ORD-10082,2023-05-11,South,Technology,Phone,Corporate,8,314.97,0.0,2519.76
ORD-10083,2023-11-05,East,Technology,Monitor,Home Office,5,328.52,0.1,1478.34
ORD-10084,2023-08-27,West,Technology,Phone,Consumer,9,413.22,0.1,3347.08
ORD-10085,2023-10-17,South,Technology,Laptop,Home Office,1,311.31,0.15,264.61
ORD-10086,2023-05-01,North,Technology,Laptop,Home Office,9,354.73,0.0,3192.57
ORD-10087,2023-04-10,West,Furniture,Bookcase,Consumer,4,180.27,0.2,576.86
ORD-10088,2022-09-29,West,Technology,Laptop,Home Office,3,436.33,0.15,1112.64
ORD-10089,2022-08-20,West,Technology,Monitor,Consumer,10,334.62,0.0,3346.2
ORD-10090,2022-08-17,South,Furniture,Chair,Consumer,6,150.95,0.0,905.7
ORD-10091,2022-04-27,West,Office Supplies,Binder,Home Office,6,30.94,0.0,185.64
ORD-10092,2022-05-27,North,Technology,Monitor,Consumer,6,382.26,0.1,2064.2
ORD-10093,2023-03-11,East,Furniture,Desk,Home Office,9,182.09,0.0,1638.81
ORD-10094,2023-04-15,East,Office Supplies,Pen Set,Corporate,5,28.65,0.0,143.25
ORD-10095,2023-10-09,East,Technology,Laptop,Corporate,7,269.51,0.2,1509.26
ORD-10096,2022-07-07,West,Furniture,Table,Consumer,5,179.29,0.1,806.8
ORD-10097,2022-04-27,South,Office Supplies,Paper,Consumer,2,23.12,0.1,41.62
ORD-10098,2023-04-25,South,Technology,Printer,Consumer,7,395.96,0.1,2494.55
ORD-10099,2023-10-21,East,Technology,Monitor,Consumer,5,333.59,0.0,1667.95
ORD-10100,2022-04-10,North,Technology,Phone,Corporate,10,262.91,0.0,2629.1
ORD-10101,2022-01-10,East,Office Supplies,Paper,Consumer,3,20.39,0.0,61.17
ORD-10102,2022-04-29,West,Furniture,Chair,Consumer,1,225.85,0.0,225.85
ORD-10103,2023-08-24,East,Technology,Laptop,Corporate,5,406.97,0.0,2034.85
ORD-10104,2023-05-03,South,Office Supplies,Paper,Corporate,4,29.11,0.0,116.44
ORD-10105,2022-03-17,South,Office Supplies,Paper,Consumer,11,33.01,0.0,363.11
ORD-10106,2023-08-30,East,Technology,Laptop,Home Office,8,445.72,0.0,3565.76
ORD-10107,2022-10-10,South,Office Supplies,Labels,Home Office,7,34.17,0.0,239.19
ORD-10108,2022-01-14,North,Technology,Laptop,Consumer,5,379.44,0.0,1897.2
ORD-10109,2022-03-08,South,Office Supplies,Pen Set,Home Office,4,18.86,0.0,75.44
ORD-10110,2022-11-23,West,Furniture,Desk,Home Office,7,161.08,0.15,958.43
ORD-10111,2022-05-16,West,Office Supplies,Labels,Home Office,5,17.56,0.1,79.02
ORD-10112,2023-08-07,East,Furniture,Chair,Consumer,1,152.76,0.0,152.76
ORD-10113,2023-06-08,South,Office Supplies,Pen Set,Consumer,8,19.77,0.15,134.44
ORD-10114,2022-01-26,North,Furniture,Table,Corporate,7,232.67,0.0,1628.69
ORD-10115,2023-08-23,North,Furniture,Bookcase,Home Office,7,165.41,0.0,1157.87
ORD-10116,2022-08-02,South,Technology,Monitor,Home Office,8,366.39,0.1,2638.01
ORD-10117,2022-05-03,West,Technology,Printer,Home Office,8,310.8,0.0,2486.4
ORD-10118,2022-05-30,North,Office Supplies,Pen Set,Consumer,10,22.38,0.0,223.8
ORD-10119,2022-10-06,West,Office Supplies,Pen Set,Corporate,4,22.85,0.0,91.4
ORD-10120,2022-05-07,West,Furniture,Bookcase,Consumer,8,184.69,0.0,1477.52
ORD-10121,2023-03-30,South,Office Supplies,Paper,Home Office,4,27.51,0.0,110.04
ORD-10122,2023-10-08,East,Furniture,Desk,Home Office,10,227.38,0.0,2273.8
ORD-10123,2023-11-26,West,Technology,Laptop,Home Office,10,225.28,0.0,2252.8
ORD-10124,2022-02-23,South,Technology,Monitor,Home Office,5,406.03,0.0,2030.15
ORD-10125,2023-12-14,South,Technology,Laptop,Home Office,4,233.35,0.0,933.4
ORD-10126,2023-02-19,East,Furniture,Chair,Consumer,3,199.01,0.0,597.03
ORD-10127,2023-05-16,North,Technology,Printer,Corporate,9,356.0,0.15,2723.4
ORD-10128,2023-03-02,East,Technology,Laptop,Corporate,9,261.17,0.0,2350.53
ORD-10129,2023-08-26,North,Office Supplies,Binder,Consumer,6,30.34,0.0,182.04
ORD-10130,2023-01-31,West,Furniture,Table,Home Office,5,196.46,0.0,982.3
ORD-10131,2023-03-19,North,Office Supplies,Pen Set,Home Office,2,21.87,0.0,43.74
ORD-10132,2022-02-02,South,Office Supplies,Paper,Home Office,6,20.87,0.0,125.22
ORD-10133,2023-07-29,South,Office Supplies,Binder,Consumer,2,26.02,0.0,52.04
ORD-10134,2022-04-14,West,Office Supplies,Binder,Home Office,10,34.69,0.1,312.21
ORD-10135,2022-07-10,West,Furniture,Desk,Home Office,4,224.46,0.0,897.84
ORD-10136,2022-11-29,East,Office Supplies,Pen Set,Corporate,7,26.39,0.0,184.73
ORD-10137,2023-12-10,East,Furniture,Bookcase,Consumer,1,153.28,0.0,153.28
ORD-10138,2023-03-05,West,Technology,Phone,Corporate,9,231.6,0.0,2084.4
ORD-10139,2022-06-06,South,Office Supplies,Binder,Consumer,5,30.71,0.0,153.55
ORD-10140,2022-08-15,South,Office Supplies,Pen Set,Corporate,1,21.93,0.0,21.93
ORD-10141,2023-08-04,West,Technology,Monitor,Corporate,11,256.68,0.1,2541.13
ORD-10142,2023-12-12,East,Technology,Printer,Corporate,3,252.86,0.2,606.86
ORD-10143,2023-08-22,North,Furniture,Bookcase,Consumer,4,244.18,0.0,976.72
ORD-10144,2022-02-18,North,Office Supplies,Binder,Home Office,6,25.53,0.0,153.18
ORD-10145,2023-03-28,South,Office Supplies,Pen Set,Home Office,11,20.24,0.15,189.24
ORD-10146,2023-10-13,South,Technology,Monitor,Home Office,1,283.59,0.0,283.59
ORD-10147,2023-05-07,West,Office Supplies,Labels,Home Office,5,33.95,0.0,169.75
ORD-10148,2022-12-10,South,Technology,Phone,Consumer,5,310.49,0.0,1552.45
ORD-10149,2023-08-31,East,Furniture,Desk,Consumer,9,197.13,0.0,1774.17
ORD-10150,2022-06-20,East,Office Supplies,Pen Set,Corporate,6,22.82,0.1,123.23
ORD-10151,2022-08-16,West,Technology,Laptop,Consumer,7,265.79,0.0,1860.53
ORD-10152,2022-08-05,South,Office Supplies,Paper,Consumer,6,18.1,0.0,108.6
ORD-10153,2023-04-30,South,Technology,Monitor,Consumer,4,360.54,0.0,1442.16
ORD-10154,2022-02-28,North,Furniture,Chair,Consumer,7,151.5,0.0,1060.5
ORD-10155,2023-03-14,East,Furniture,Table,Home Office,4,202.27,0.2,647.26
ORD-10156,2023-01-16,East,Office Supplies,Labels,Home Office,10,29.79,0.0,297.9
ORD-10157,2022-10-08,South,Technology,Monitor,Consumer,1,347.21,0.0,347.21
ORD-10158,2022-02-21,West,Furniture,Table,Corporate,6,242.79,0.0,1456.74
ORD-10159,2023-10-12,North,Furniture,Chair,Home Office,1,156.87,0.2,125.5
ORD-10160,2022-03-10,North,Office Supplies,Paper,Home Office,10,17.99,0.0,179.9
ORD-10161,2023-05-11,East,Furniture,Desk,Consumer,7,138.66,0.0,970.62
ORD-10162,2022-09-01,West,Office Supplies,Binder,Corporate,2,31.43,0.0,62.86
ORD-10163,2022-01-19,North,Technology,Phone,Corporate,2,282.31,0.0,564.62
ORD-10164,2023-04-13,South,Office Supplies,Pen Set,Home Office,7,17.76,0.15,105.67
ORD-10165,2022-10-01,East,Furniture,Bookcase,Consumer,8,228.33,0.1,1643.98
ORD-10166,2022-01-26,East,Technology,Monitor,Home Office,3,443.0,0.0,1329.0
ORD-10167,2023-10-25,South,Office Supplies,Labels,Corporate,4,26.34,0.0,105.36
ORD-10168,2023-06-05,East,Technology,Printer,Consumer,8,418.62,0.15,2846.62
ORD-10169,2023-09-26,South,Technology,Monitor,Consumer,11,336.9,0.0,3705.9
ORD-10170,2023-02-27,South,Furniture,Desk,Home Office,9,190.42,0.0,1713.78
ORD-10171,2022-09-21,South,Technology,Phone,Home Office,11,251.99,0.0,2771.89
ORD-10172,2023-04-01,South,Technology,Monitor,Home Office,11,353.04,0.0,3883.44
ORD-10173,2022-11-12,West,Office Supplies,Pen Set,Consumer,8,20.9,0.0,167.2
ORD-10174,2022-02-11,North,Office Supplies,Binder,Consumer,5,29.05,0.0,145.25
ORD-10175,2023-07-16,North,Furniture,Desk,Consumer,6,174.07,0.0,1044.42
ORD-10176,2022-05-07,North,Furniture,Table,Home Office,6,246.97,0.0,1481.82
ORD-10177,2023-06-25,North,Technology,Printer,Home Office,4,403.9,0.0,1615.6
ORD-10178,2023-03-16,West,Office Supplies,Pen Set,Corporate,3,18.45,0.15,47.05
ORD-10179,2023-11-19,West,Technology,Printer,Corporate,4,239.55,0.0,958.2
ORD-10180,2023-05-04,East,Technology,Phone,Corporate,1,443.69,0.15,377.14
ORD-10181,2022-05-03,South,Office Supplies,Labels,Consumer,11,21.05,0.15,196.82
ORD-10182,2023-01-16,North,Office Supplies,Paper,Corporate,7,26.59,0.0,186.13
ORD-10183,2022-03-24,West,Furniture,Chair,Consumer,9,242.22,0.0,2179.98
ORD-10184,2022-04-09,West,Furniture,Desk,Home Office,11,199.5,0.0,2194.5
ORD-10185,2023-12-04,North,Technology,Phone,Consumer,8,288.85,0.0,2310.8
ORD-10186,2022-06-29,South,Technology,Monitor,Home Office,5,293.3,0.15,1246.52
ORD-10187,2022-08-15,South,Technology,Monitor,Corporate,10,374.7,0.0,3747.0
ORD-10188,2022-01-22,South,Furniture,Chair,Consumer,8,246.82,0.0,1974.56
ORD-10189,2023-10-30,West,Furniture,Desk,Consumer,1,185.47,0.0,185.47
ORD-10190,2023-08-15,East,Technology,Monitor,Home Office,6,349.91,0.0,2099.46
ORD-10191,2022-08-23,East,Technology,Printer,Corporate,5,417.51,0.0,2087.55
ORD-10192,2023-02-16,East,Technology,Monitor,Home Office,3,387.8,0.0,1163.4
ORD-10193,2023-07-18,North,Office Supplies,Labels,Home Office,5,24.76,0.1,111.42
ORD-10194,2023-06-09,North,Furniture,Table,Corporate,11,236.02,0.0,2596.22
ORD-10195,2023-12-02,South,Technology,Monitor,Consumer,11,294.84,0.0,3243.24
ORD-10196,2023-11-24,South,Technology,Monitor,Home Office,2,446.78,0.0,893.56
ORD-10197,2022-08-11,South,Furniture,Chair,Corporate,1,195.16,0.0,195.16
ORD-10198,2023-03-16,West,Technology,Monitor,Home Office,2,433.78,0.0,867.56
ORD-10199,2023-08-18,West,Technology,Printer,Consumer,5,439.2,0.0,2196.0
ORD-10200,2022-08-03,North,Office Supplies,Pen Set,Consumer,3,22.56,0.15,57.53
ORD-10201,2022-09-19,West,Furniture,Table,Consumer,9,182.6,0.0,1643.4
ORD-10202,2023-02-06,West,Technology,Phone,Home Office,9,415.93,0.0,3743.37
ORD-10203,2022-01-25,East,Technology,Monitor,Home Office,6,396.38,0.0,2378.28
ORD-10204,2023-10-11,North,Office Supplies,Binder,Corporate,9,32.71,0.0,294.39
ORD-10205,2022-08-03,South,Office Supplies,Labels,Consumer,3,23.18,0.0,69.54
ORD-10206,2022-01-10,South,Technology,Phone,Home Office,6,305.09,0.15,1555.96
ORD-10207,2023-10-23,West,Technology,Phone,Corporate,9,370.73,0.0,3336.57
ORD-10208,2023-10-05,West,Furniture,Chair,Corporate,10,132.71,0.0,1327.1
ORD-10209,2022-10-12,North,Technology,Monitor,Corporate,7,437.1,0.0,3059.7
ORD-10210,2023-10-10,North,Technology,Laptop,Home Office,2,329.48,0.15,560.12
ORD-10211,2023-01-21,East,Technology,Monitor,Home Office,4,252.54,0.15,858.64
ORD-10212,2023-03-21,South,Furniture,Desk,Consumer,7,136.97,0.1,862.91
ORD-10213,2023-07-31,West,Furniture,Bookcase,Home Office,10,164.17,0.0,1641.7
ORD-10214,2022-04-02,West,Office Supplies,Pen Set,Corporate,6,21.82,0.0,130.92
ORD-10215,2023-02-08,North,Technology,Laptop,Home Office,9,260.07,0.0,2340.63
ORD-10216,2022-03-05,South,Technology,Printer,Home Office,11,428.82,0.0,4717.02
ORD-10217,2023-01-09,South,Furniture,Bookcase,Corporate,4,242.81,0.0,971.24
ORD-10218,2023-06-04,East,Furniture,Bookcase,Consumer,1,239.42,0.15,203.51
ORD-10219,2023-04-27,East,Office Supplies,Binder,Consumer,1,24.28,0.2,19.42
ORD-10220,2023-05-28,East,Office Supplies,Pen Set,Corporate,8,34.44,0.1,247.97
ORD-10221,2023-11-29,South,Office Supplies,Labels,Home Office,4,19.23,0.1,69.23
ORD-10222,2023-12-28,West,Furniture,Bookcase,Home Office,3,191.74,0.2,460.18
ORD-10223,2023-08-01,West,Furniture,Bookcase,Home Office,11,171.85,0.0,1890.35
ORD-10224,2022-05-16,South,Furniture,Chair,Consumer,3,238.15,0.0,714.45
ORD-10225,2022-02-03,North,Office Supplies,Paper,Home Office,1,19.11,0.0,19.11
ORD-10226,2023-06-22,North,Furniture,Chair,Consumer,10,203.7,0.0,2037.0
ORD-10227,2023-08-27,East,Furniture,Bookcase,Home Office,2,193.19,0.0,386.38
ORD-10228,2022-10-27,East,Office Supplies,Labels,Corporate,5,30.08,0.2,120.32
ORD-10229,2023-09-19,South,Office Supplies,Pen Set,Corporate,1,29.88,0.2,23.9
ORD-10230,2022-05-09,South,Furniture,Desk,Consumer,5,191.85,0.0,959.25
ORD-10231,2023-05-02,West,Office Supplies,Binder,Home Office,5,30.01,0.0,150.05
ORD-10232,2022-12-27,West,Technology,Printer,Consumer,10,278.23,0.0,2782.3
ORD-10233,2023-07-12,North,Technology,Laptop,Consumer,10,413.93,0.0,4139.3
ORD-10234,2022-09-20,South,Technology,Phone,Home Office,3,323.36,0.0,970.08
ORD-10235,2022-01-06,South,Office Supplies,Pen Set,Consumer,11,29.15,0.1,288.58
ORD-10236,2022-08-27,South,Technology,Laptop,Home Office,9,283.16,0.0,2548.44
ORD-10237,2023-05-28,North,Office Supplies,Pen Set,Consumer,1,31.34,0.15,26.64
ORD-10238,2023-04-26,West,Office Supplies,Paper,Consumer,7,29.09,0.0,203.63
ORD-10239,2022-12-16,East,Technology,Phone,Corporate,3,386.6,0.0,1159.8
ORD-10240,2022-03-06,West,Office Supplies,Binder,Consumer,2,28.4,0.2,45.44
ORD-10241,2022-02-13,East,Office Supplies,Pen Set,Consumer,9,22.07,0.0,198.63
ORD-10242,2022-12-23,West,Technology,Laptop,Corporate,4,379.56,0.0,1518.24
ORD-10243,2022-03-23,South,Office Supplies,Pen Set,Corporate,8,23.54,0.0,188.32
ORD-10244,2022-01-13,North,Technology,Laptop,Corporate,1,273.27,0.0,273.27
ORD-10245,2023-08-03,South,Furniture,Desk,Corporate,10,170.68,0.0,1706.8
ORD-10246,2023-10-13,East,Technology,Monitor,Consumer,4,305.06,0.0,1220.24
ORD-10247,2023-12-07,East,Furniture,Chair,Consumer,4,215.88,0.2,690.82
ORD-10248,2022-04-13,South,Technology,Printer,Corporate,4,320.93,0.0,1283.72
ORD-10249,2023-12-18,West,Office Supplies,Pen Set,Home Office,2,22.62,0.15,38.45
ORD-10250,2023-09-29,North,Office Supplies,Paper,Consumer,8,30.46,0.0,243.68
ORD-10251,2023-07-08,North,Furniture,Table,Corporate,7,242.73,0.0,1699.11
ORD-10252,2023-05-24,East,Technology,Printer,Consumer,5,402.69,0.0,2013.45
ORD-10253,2022-06-14,West,Office Supplies,Binder,Home Office,6,20.8,0.0,124.8
ORD-10254,2022-03-07,East,Office Supplies,Labels,Corporate,2,21.6,0.15,36.72
ORD-10255,2023-08-13,East,Office Supplies,Binder,Home Office,10,28.83,0.0,288.3
ORD-10256,2023-06-30,North,Office Supplies,Labels,Consumer,6,32.03,0.0,192.18
ORD-10257,2023-05-01,West,Office Supplies,Pen Set,Corporate,4,23.22,0.0,92.88
ORD-10258,2022-11-04,West,Technology,Printer,Home Office,6,376.66,0.0,2259.96
ORD-10259,2022-04-12,West,Office Supplies,Labels,Consumer,6,19.12,0.0,114.72
ORD-10260,2023-07-08,East,Office Supplies,Labels,Home Office,8,26.41,0.1,190.15
ORD-10261,2022-10-23,North,Technology,Printer,Corporate,6,267.62,0.0,1605.72
ORD-10262,2022-09-02,South,Technology,Laptop,Corporate,5,434.51,0.0,2172.55
ORD-10263,2023-03-04,South,Office Supplies,Paper,Home Office,8,24.99,0.0,199.92
ORD-10264,2022-09-12,East,Furniture,Table,Corporate,11,242.39,0.0,2666.29
ORD-10265,2022-11-28,East,Office Supplies,Binder,Home Office,2,27.19,0.0,54.38
ORD-10266,2022-09-04,South,Furniture,Table,Home Office,8,138.83,0.0,1110.64
ORD-10267,2022-02-08,West,Technology,Phone,Consumer,8,281.5,0.1,2026.8
ORD-10268,2022-11-30,North,Technology,Printer,Consumer,3,445.77,0.1,1203.58
ORD-10269,2022-11-02,West,Furniture,Bookcase,Corporate,3,138.9,0.0,416.7
ORD-10270,2023-06-28,South,Furniture,Desk,Corporate,8,214.05,0.0,1712.4
ORD-10271,2022-03-20,North,Technology,Printer,Corporate,4,318.4,0.1,1146.24
ORD-10272,2022-12-16,West,Furniture,Table,Corporate,6,207.39,0.1,1119.91
ORD-10273,2022-08-30,East,Furniture,Bookcase,Consumer,4,161.49,0.1,581.36
ORD-10274,2022-01-25,North,Office Supplies,Paper,Home Office,2,31.55,0.2,50.48
ORD-10275,2023-09-24,West,Technology,Laptop,Corporate,4,365.89,0.15,1244.03
ORD-10276,2022-01-03,East,Technology,Printer,Home Office,1,414.67,0.0,414.67
ORD-10277,2023-02-14,South,Office Supplies,Paper,Consumer,5,31.42,0.0,157.1
ORD-10278,2023-04-11,West,Furniture,Table,Consumer,4,182.91,0.0,731.64
ORD-10279,2022-05-12,North,Office Supplies,Pen Set,Corporate,8,26.86,0.0,214.88
ORD-10280,2022-05-20,East,Furniture,Bookcase,Home Office,8,178.27,0.0,1426.16
ORD-10281,2022-09-25,North,Technology,Phone,Home Office,1,247.16,0.15,210.09
ORD-10282,2022-07-15,West,Technology,Laptop,Home Office,7,273.63,0.15,1628.1
ORD-10283,2023-09-15,North,Office Supplies,Pen Set,Consumer,1,33.03,0.0,33.03
ORD-10284,2023-08-06,South,Office Supplies,Paper,Home Office,7,26.06,0.15,155.06
ORD-10285,2023-03-25,South,Technology,Printer,Consumer,6,299.13,0.1,1615.3
ORD-10286,2022-05-01,East,Office Supplies,Binder,Corporate,7,25.61,0.2,143.42
ORD-10287,2022-06-06,East,Office Supplies,Binder,Home Office,9,29.35,0.0,264.15
ORD-10288,2023-09-01,East,Technology,Phone,Corporate,5,241.76,0.0,1208.8
ORD-10289,2022-01-09,North,Technology,Laptop,Home Office,1,275.52,0.15,234.19
ORD-10290,2023-02-13,North,Office Supplies,Paper,Corporate,6,32.81,0.1,177.17
ORD-10291,2023-03-19,South,Technology,Phone,Consumer,3,308.96,0.0,926.88
ORD-10292,2022-11-24,West,Furniture,Table,Home Office,2,174.42,0.0,348.84
ORD-10293,2023-06-24,East,Technology,Laptop,Corporate,6,268.26,0.1,1448.6
ORD-10294,2023-06-05,West,Technology,Laptop,Consumer,5,414.19,0.15,1760.31
ORD-10295,2023-10-04,South,Office Supplies,Labels,Home Office,2,29.74,0.0,59.48
ORD-10296,2022-10-17,East,Furniture,Bookcase,Corporate,9,208.78,0.1,1691.12
ORD-10297,2022-03-05,West,Office Supplies,Paper,Consumer,8,32.17,0.0,257.36
ORD-10298,2022-12-04,West,Furniture,Table,Corporate,4,193.9,0.0,775.6
ORD-10299,2023-12-08,South,Office Supplies,Paper,Corporate,8,21.81,0.1,157.03
ORD-10300,2022-02-19,North,Office Supplies,Binder,Corporate,2,27.6,0.0,55.2
ORD-10301,2022-07-18,North,Technology,Printer,Corporate,6,279.54,0.0,1677.24
ORD-10302,2022-11-16,South,Technology,Laptop,Home Office,7,325.3,0.0,2277.1
ORD-10303,2023-04-02,South,Furniture,Chair,Home Office,4,193.72,0.0,774.88
ORD-10304,2023-11-15,South,Furniture,Table,Consumer,10,178.67,0.0,1786.7
ORD-10305,2022-07-02,South,Furniture,Chair,Corporate,9,221.72,0.0,1995.48
ORD-10306,2023-01-11,East,Furniture,Bookcase,Consumer,11,174.69,0.0,1921.59
